comp1_c0_seq1	GO:0009507, GO:0016020
comp491_c0_seq1	GO:0005634, GO:0051287, GO:0048046, GO:0009226, GO:0005829, GO:0048040, GO:0005982, GO:0005985, GO:0009117
comp492_c0_seq1	GO:2000014, GO:0043565, GO:0000786, GO:0005730, GO:0006334
comp493_c0_seq1	GO:0009570, GO:0006094, GO:0009266, GO:0007030, GO:0006096, GO:0004450, GO:0009853, GO:0006102, GO:0042742, GO:0005886, GO:0006972, GO:0080129, GO:0006511, GO:0000287, GO:0051049, GO:0006833, GO:0009506, GO:0005507, GO:0051287, GO:0006749, GO:0048046, GO:0006739, GO:0019643, GO:0051788
comp495_c0_seq1	GO:0009639, GO:0006118, GO:0046872, GO:0009055, GO:0051537, GO:0009767
comp496_c0_seq1	GO:0005524, GO:0005737, GO:0006457
comp497_c0_seq1	GO:0051510, GO:0005524, GO:0043161, GO:0042023, GO:0016740, GO:0043248, GO:0016874, GO:0016567, GO:0051788
comp498_c0_seq1	
comp499_c0_seq1	GO:0003735, GO:0005618, GO:0042254, GO:0005730, GO:0005774, GO:0005840, GO:0006412, GO:0006511
comp500_c0_seq1	GO:0005667, GO:0003712, GO:0035194, GO:0016442, GO:0006355
comp505_c0_seq1	GO:0005515, GO:0006607, GO:0005829, GO:0008565, GO:0008139, GO:0005643, GO:0005654
comp507_c0_seq1	GO:0005524, GO:0005200, GO:0005884, GO:0003774
comp509_c0_seq1	GO:0006094, GO:0005737, GO:0006096, GO:0004619, GO:0030145, GO:0006007
comp511_c0_seq1	GO:0000166, GO:0005739, GO:0017069, GO:0000398
comp513_c0_seq1	GO:0044699, GO:0071704, GO:0031224, GO:0009987
comp517_c0_seq1	GO:0005524, GO:0009507, GO:0005978, GO:0019252, GO:0008878, GO:0005985
comp518_c0_seq1	GO:0052654, GO:0052655, GO:0009081, GO:0052656
comp521_c0_seq1	GO:0003735, GO:0002181, GO:0042254, GO:0022625
comp523_c0_seq1	GO:0016021, GO:0016197, GO:0006623, GO:0005622, GO:0048193
comp524_c0_seq1	GO:0003735, GO:0042254, GO:0005840, GO:0006412
comp525_c0_seq1	
comp526_c0_seq1	GO:0042409, GO:0009611, GO:0009963, GO:0042398, GO:0046686, GO:0006598, GO:0009811, GO:0005634, GO:0009805, GO:0009809, GO:0019344, GO:0005829, GO:0032259
comp527_c0_seq1	GO:0015995, GO:0009507, GO:0019685, GO:0055114, GO:0016630
comp528_c0_seq1	GO:0005525, GO:0006913, GO:0016192, GO:0007264, GO:0003924, GO:0016020, GO:0008152, GO:0005829, GO:0006886
comp529_c0_seq1	GO:0008150, GO:0003674
comp530_c0_seq1	GO:0019748, GO:0016747, GO:0016021, GO:0004185, GO:0031410, GO:0051603
comp535_c0_seq1	
comp540_c0_seq1	GO:0005739, GO:0016021, GO:0005783, GO:0031410, GO:0006886, GO:0006007
comp541_c0_seq1	GO:0005667, GO:0003713, GO:0005737, GO:0045893, GO:0045893, GO:0043565, GO:0005730, GO:0009723
comp542_c0_seq1	GO:0005524, GO:0032440, GO:0051082, GO:0055114, GO:0006457
comp543_c0_seq1	GO:0005524, GO:0032440, GO:0005739, GO:0051082, GO:0055114, GO:0006457
comp544_c0_seq1	GO:0003743, GO:0031047, GO:0005840, GO:0006446
comp545_c0_seq1	GO:0061630, GO:0031625, GO:0031461, GO:0042787
comp546_c0_seq1	GO:0042549, GO:0005509, GO:0016021, GO:0009654, GO:0019898, GO:0009535
comp547_c0_seq1	GO:0000166, GO:0003676
comp548_c0_seq1	GO:0061025, GO:0016192, GO:0016021, GO:0005484, GO:0005794, GO:0000149, GO:0006886
comp552_c0_seq1	
comp553_c0_seq1	GO:0098656, GO:0016021, GO:0005452, GO:0046715, GO:0006821, GO:0015701, GO:0005886, GO:0010036, GO:0046713
comp554_c0_seq1	GO:0007033, GO:0000902, GO:0007030, GO:0005682, GO:0005681, GO:0006623, GO:0009536, GO:0000245, GO:0046540, GO:0016197, GO:0019013, GO:0016049, GO:0048193
comp555_c0_seq1	GO:0000463, GO:0009507, GO:0003735, GO:0002181, GO:0005618, GO:0005794, GO:0022625, GO:0005774, GO:0005886, GO:0003723
comp556_c0_seq1	GO:0031966, GO:0045271, GO:0016021, GO:0044237
comp558_c0_seq1	GO:0005525, GO:0006913, GO:0007264, GO:0003924, GO:0016020, GO:0008152, GO:0006886, GO:0005622
comp559_c0_seq1	GO:0046872, GO:0031409, GO:0009523, GO:0009941, GO:0016021, GO:0009522, GO:0018298, GO:0016168, GO:0010287, GO:0009416, GO:0009768, GO:0009535
comp560_c0_seq1	GO:0006094, GO:0006096, GO:0004340, GO:0006013, GO:0006000, GO:0006012, GO:0046835, GO:0005982, GO:0008865, GO:0005985, GO:0005536, GO:0005524, GO:0051156, GO:0001678, GO:0016021, GO:0019872, GO:0005829, GO:0019158
comp561_c0_seq1	GO:0000166, GO:0003676, GO:0008219, GO:0030529, GO:0009693, GO:0010150, GO:0019013, GO:0005730, GO:0006952
comp562_c0_seq1	GO:0003735, GO:0042254, GO:0022625, GO:0006412
comp563_c0_seq1	GO:0000166, GO:0003723, GO:0005737
comp564_c0_seq1	GO:0003677, GO:0006338, GO:0044030, GO:0000790, GO:0009266, GO:0009909, GO:0046982, GO:0006342, GO:0000786, GO:0005773, GO:0042742
comp565_c0_seq1	GO:0005975, GO:0006098, GO:0017057, GO:0009536
comp566_c0_seq1	
comp568_c0_seq1	GO:0005525, GO:0016779, GO:0006448, GO:0003746, GO:0003924, GO:0005840
comp569_c0_seq1	GO:0003676
comp570_c0_seq1	GO:0006118, GO:0015035, GO:0009055, GO:0048046, GO:0005829, GO:0005794, GO:0045454, GO:0055114, GO:0005773, GO:0005886
comp572_c0_seq1	GO:0016887, GO:0003677, GO:0005524, GO:0031491, GO:0043044, GO:0008152, GO:0004386, GO:0016740, GO:0000785, GO:0016589
comp575_c0_seq1	GO:0004190, GO:0030163, GO:0006508, GO:0006629, GO:0031410, GO:0005773
comp576_c0_seq1	GO:0005524
comp577_c0_seq1	GO:0005524, GO:0006094, GO:0007010, GO:0005618, GO:0005829, GO:0051082, GO:0009664, GO:0006364, GO:0006457, GO:0042545, GO:0046658, GO:0010498
comp579_c0_seq1	
comp580_c0_seq1	
comp581_c0_seq1	GO:0003735, GO:0022627, GO:0000028, GO:0006412
comp582_c0_seq1	GO:0005975, GO:0030060, GO:0006108, GO:0046487, GO:0005739, GO:0019643, GO:0009505, GO:0006090, GO:0005886
comp583_c0_seq1	GO:0003735, GO:0022627, GO:0016021, GO:0042254, GO:0006412
comp584_c0_seq1	GO:0031966, GO:0055085, GO:0003735, GO:0006839, GO:0016021, GO:0042254, GO:0005840, GO:0006412
comp585_c0_seq1	GO:0009570, GO:0009651, GO:0009941, GO:0051082, GO:0045037, GO:0005774, GO:0006457, GO:0009658, GO:0009414, GO:0005524, GO:0009704, GO:0005739, GO:0048481, GO:0010157
comp586_c0_seq1	GO:0000166, GO:0003676, GO:0016607, GO:0035196, GO:0016021, GO:0005829, GO:0030422, GO:0000398
comp587_c0_seq1	GO:0009094, GO:0000162, GO:0006571, GO:0003849
comp589_c0_seq1	GO:0005524, GO:0005737, GO:0009252, GO:0006542, GO:0009399, GO:0004356
comp592_c0_seq1	GO:0008308, GO:1903959, GO:0015288, GO:0046930, GO:0008909, GO:0005741, GO:0006744, GO:0019290
comp594_c0_seq1	
comp595_c0_seq1	GO:0005515, GO:0007143, GO:0007140, GO:0009561, GO:0005739, GO:0035197, GO:0048438, GO:0055046, GO:0033169, GO:0048437, GO:0048827, GO:0005731
comp597_c0_seq1	GO:0003735, GO:0042254, GO:0022625, GO:0006412
comp598_c0_seq1	GO:0051510, GO:0043161, GO:0009793, GO:0042023, GO:0016310, GO:0042752, GO:0043248, GO:0016301, GO:0016874, GO:0051788
comp599_c0_seq1	GO:0010196, GO:0080167, GO:0006364, GO:0000023, GO:0009517, GO:0019252, GO:0010207, GO:0043085, GO:0016021, GO:0051738, GO:0019344, GO:0010027, GO:0016168, GO:0010103
comp601_c0_seq1	GO:0032050, GO:0072583, GO:0046907, GO:0005198, GO:0012505, GO:0030125, GO:0006996, GO:0044765, GO:0005886, GO:0071702
comp602_c0_seq1	GO:0006118, GO:0045491, GO:0009055, GO:0016021, GO:0046658, GO:0042546
comp603_c0_seq1	GO:0005524, GO:0005829, GO:0051082, GO:0006364, GO:0006457
comp605_c0_seq1	GO:0004129, GO:0016021, GO:0006123, GO:1902600, GO:0009060, GO:0005751
comp606_c0_seq1	GO:0005524, GO:0008152, GO:0016874
comp607_c0_seq1	GO:0003676, GO:0005618, GO:0016020, GO:0006508, GO:0004252, GO:0031410
comp608_c0_seq1	GO:0003677, GO:0008270
comp609_c0_seq1	GO:0000462, GO:0003735, GO:0022627, GO:0006412
comp610_c0_seq1	GO:0000166, GO:0003676
comp613_c0_seq1	GO:0042254, GO:0005840
comp614_c0_seq1	GO:0000166, GO:0003676
comp616_c0_seq1	GO:0008283, GO:0003677, GO:0000790, GO:0046982, GO:0006342, GO:0000786
comp620_c0_seq1	GO:0008150
comp621_c0_seq1	GO:0001510, GO:0009506, GO:0034968, GO:0003735, GO:0009909, GO:0022627, GO:0009793, GO:0005618, GO:0016020, GO:0042254, GO:0006412
comp626_c0_seq1	GO:0000166, GO:0003735, GO:0022625, GO:0000027, GO:0006412
comp627_c0_seq1	GO:0030170, GO:0006536, GO:0019482, GO:0004351, GO:0006531, GO:0019530, GO:0006522
comp629_c0_seq1	GO:0010162, GO:0019915, GO:0009640, GO:0009793, GO:0009055, GO:0010182, GO:0009845, GO:0009856, GO:0009933, GO:0046658, GO:0006118, GO:0009737, GO:0009909, GO:0048653, GO:0048046, GO:0050826, GO:0010228, GO:0016567
comp630_c0_seq1	GO:0003743, GO:0005515, GO:0005840, GO:0006446
comp631_c0_seq1	GO:0003735, GO:0016021, GO:0042254, GO:0005840, GO:0006810, GO:0006412
comp632_c0_seq1	GO:0000463, GO:0009507, GO:0003735, GO:0002181, GO:0016020, GO:0022625, GO:0003723
comp635_c0_seq1	GO:0008150, GO:0003674
comp637_c0_seq1	GO:0000166, GO:0003676, GO:0009536
comp637_c1_seq1	GO:0003978, GO:0016021, GO:0009225, GO:0006012, GO:0009117
comp638_c0_seq1	GO:0005975, GO:0031410, GO:0004553
comp640_c0_seq1	GO:0005524
comp641_c0_seq1	GO:0000166, GO:0005634, GO:0003723, GO:0046872
comp642_c0_seq1	GO:0008270, GO:0009266, GO:0006098, GO:0007030, GO:0006096, GO:0009853, GO:0046961, GO:0046686, GO:0006972, GO:0080129, GO:0046933, GO:0006511, GO:0000275, GO:0006833, GO:0006119, GO:0009060, GO:0015986, GO:0051788
comp644_c0_seq1	GO:0016020
comp646_c0_seq1	GO:0003825, GO:0004805, GO:0005992, GO:0016311, GO:0005982, GO:0005985
comp653_c0_seq1	GO:0003676
comp654_c0_seq1	GO:0003743, GO:0005840, GO:0006446
comp655_c0_seq1	GO:0005623, GO:0006833, GO:0009266, GO:0007030, GO:0006096, GO:0045454, GO:0046686, GO:0006972, GO:0050897
comp656_c0_seq1	GO:0007264, GO:0015031, GO:0005794, GO:0046686, GO:0005774, GO:0005886, GO:0009536, GO:0006499, GO:0005525, GO:0005507, GO:0043085, GO:0016021, GO:0005829, GO:0016004
comp658_c0_seq1	GO:0003735, GO:0042254, GO:0022625, GO:0070180, GO:0006412
comp659_c0_seq1	GO:0005747, GO:0016021, GO:0009853
comp660_c0_seq1	GO:0016021
comp661_c0_seq1	GO:0050661, GO:0005737, GO:0006098, GO:0006749, GO:0055114, GO:0006006, GO:0004345
comp665_c0_seq1	GO:0019904
comp666_c0_seq1	GO:0006407, GO:0003735, GO:0022627, GO:0006412
comp669_c0_seq1	GO:0003677
comp670_c0_seq1	GO:0016021, GO:0005886
comp672_c0_seq1	
comp673_c0_seq1	GO:0003743, GO:0045905, GO:0003746, GO:0043022, GO:0006452, GO:0005840, GO:0006446, GO:0010089, GO:0045901
comp674_c0_seq1	
comp676_c0_seq1	GO:0005524, GO:0004672, GO:0006468
comp678_c0_seq1	GO:0010053, GO:0016579, GO:0061630, GO:0031372, GO:0005886, GO:0006301, GO:0006511, GO:0005634, GO:0005524, GO:0031625, GO:0010039, GO:0005829, GO:0070534, GO:0016874
comp683_c0_seq1	GO:0016788, GO:0008152
comp685_c0_seq1	GO:0003723, GO:0003735, GO:0042254, GO:0015934, GO:0006412
comp686_c0_seq1	GO:0004601, GO:0006979, GO:0046872, GO:0006804, GO:0016021, GO:0098869, GO:0055114, GO:0008757, GO:0020037, GO:0032259
comp687_c0_seq1	GO:0016757, GO:0005794
comp688_c0_seq1	GO:0005634, GO:0005737, GO:0005839, GO:0004298, GO:0051603
comp689_c0_seq1	GO:0006094, GO:0007010, GO:0009640, GO:0009220, GO:0051082, GO:0006457, GO:0005524, GO:0001510, GO:0009506, GO:0034968, GO:0009909, GO:0016020, GO:0005829, GO:0000338, GO:0010498
comp690_c0_seq1	GO:0000462, GO:0003735, GO:0048027, GO:0022627, GO:0000028, GO:0070181, GO:0006412
comp692_c0_seq1	GO:0009570, GO:0046872, GO:0045300, GO:0055114, GO:0006633
comp693_c0_seq1	GO:0043066, GO:0016021
comp694_c0_seq1	GO:0000287, GO:0032957, GO:0005524, GO:0047325, GO:0052726, GO:0016310, GO:0052725, GO:0005622
comp695_c0_seq1	GO:0007010, GO:0045298, GO:0008017
comp697_c0_seq1	GO:0000166, GO:0003676
comp698_c0_seq1	
comp699_c0_seq1	
comp700_c0_seq1	GO:0008150, GO:0016020, GO:0016021
comp701_c0_seq1	GO:0004568, GO:0005975, GO:0016998, GO:0006032
comp702_c0_seq1	GO:0003676, GO:0006406, GO:0005524, GO:0010468, GO:0010501, GO:0005681, GO:0006974, GO:0004004, GO:0000398
comp703_c0_seq1	GO:0005525, GO:0006448, GO:0003746, GO:0003924, GO:0016021, GO:0005840
comp704_c0_seq1	GO:0016021
comp707_c0_seq1	GO:0016021
comp708_c0_seq1	GO:0004857
comp709_c0_seq1	GO:0006448, GO:0003746, GO:0005840, GO:0005853
comp710_c0_seq1	GO:0051087
comp711_c0_seq1	GO:0016020, GO:0016021, GO:0031410
comp712_c0_seq1	
comp713_c0_seq1	GO:0000166, GO:0003676
comp715_c0_seq1	GO:0016491, GO:0055114
comp717_c0_seq1	GO:0009507, GO:0003735, GO:0016021, GO:0042254, GO:0005840, GO:0006412
comp718_c0_seq1	GO:0003735, GO:0002181, GO:0042273, GO:0005739, GO:0022625
comp719_c0_seq1	GO:0003735, GO:0022627, GO:0005739, GO:0042254, GO:0006412
comp720_c0_seq1	GO:0016757, GO:0009506, GO:0016021, GO:0005829, GO:0052691, GO:0033356, GO:0005794, GO:0030244, GO:0009832
comp721_c0_seq1	GO:0005747, GO:0016021, GO:0009853, GO:0080129, GO:0006511, GO:0051788
comp722_c0_seq1	GO:0006508, GO:0008234
comp724_c0_seq1	GO:0003735, GO:0042254, GO:0005840, GO:0006412
comp725_c0_seq1	GO:0006139
comp726_c0_seq1	GO:0003735, GO:0008097, GO:0016021, GO:0022625, GO:0000027, GO:0006412
comp728_c0_seq1	GO:0005634, GO:0005515, GO:0005509, GO:0005829, GO:0005774, GO:0019722, GO:0005886, GO:0048193
comp729_c0_seq1	GO:0003735, GO:0002181, GO:0042254, GO:0022625, GO:0019843
comp730_c0_seq1	GO:0055085, GO:0016021, GO:0005215
comp734_c0_seq1	GO:0003735, GO:0022627, GO:0042254, GO:0006412
comp735_c0_seq1	
comp736_c0_seq1	GO:0005789, GO:0016021
comp737_c0_seq1	GO:0009570, GO:0009407, GO:0071486, GO:0046872, GO:0019430, GO:0048046, GO:0055114, GO:0004784, GO:0009579
comp740_c0_seq1	GO:0005789, GO:0010286, GO:0016021, GO:0006661
comp741_c0_seq1	GO:0016491, GO:0055114
comp742_c0_seq1	GO:0008757, GO:0032259
comp743_c0_seq1	GO:0008308, GO:1903959, GO:0015288, GO:0046930, GO:0005741
comp745_c0_seq1	GO:0009507, GO:0008270, GO:0005507, GO:0009853, GO:0009555, GO:0005730, GO:0080129, GO:0005753, GO:0050897, GO:0006511, GO:0051788
comp747_c0_seq1	GO:0010196, GO:0009783, GO:0009644, GO:0009765, GO:0009522, GO:0006364, GO:0009744, GO:0009517, GO:0046872, GO:0016021, GO:0019344, GO:0018298, GO:0016168, GO:0010287, GO:0010155
comp748_c0_seq1	GO:0031428, GO:0032040, GO:0000154, GO:0030515, GO:0009536
comp754_c0_seq1	GO:0005525, GO:0006406, GO:0005634, GO:0000054, GO:0009506, GO:0007264, GO:0003924, GO:0006606, GO:0016020, GO:0005794
comp755_c0_seq1	GO:0005524, GO:0008540, GO:0031597, GO:0031595, GO:0008233, GO:0017025, GO:0030433, GO:1901800, GO:0036402, GO:0045899
comp758_c0_seq1	
comp759_c0_seq1	GO:0006118, GO:0015035, GO:0006662, GO:0005829, GO:0016671, GO:0034599, GO:0045454, GO:0055114, GO:0006457, GO:0006996, GO:0000103, GO:0005886
comp762_c0_seq1	GO:0010143, GO:0005506, GO:0044550, GO:0016021, GO:0016709, GO:0055114, GO:0052722, GO:0020037
comp764_c0_seq1	GO:0030295, GO:0032147, GO:0046777, GO:0009069, GO:0004674, GO:0042149
comp767_c0_seq1	
comp768_c0_seq1	GO:0016021
comp770_c0_seq1	GO:0005789, GO:0006888, GO:0032933, GO:0009506, GO:0015485, GO:0016021, GO:0005794, GO:0005730, GO:0005774, GO:0009536
comp773_c0_seq1	GO:0004129, GO:0045277, GO:1902600, GO:0006123, GO:0005740
comp774_c0_seq1	GO:0016021
comp776_c0_seq1	GO:0005525, GO:0003924, GO:0008152, GO:0005200, GO:0009536, GO:0005874, GO:0007017
comp777_c0_seq1	GO:0005689, GO:0071013, GO:0071011, GO:0005684, GO:0005686, GO:0000398
comp778_c0_seq1	GO:0005524, GO:0061630, GO:0031625, GO:0005737, GO:0000209, GO:0016874, GO:0006511
comp780_c0_seq1	GO:0008270, GO:0005515, GO:0016021, GO:0016760, GO:0030244, GO:0006011, GO:0071555, GO:0005982, GO:0005886, GO:0005985
comp782_c0_seq1	GO:0003677
comp784_c0_seq1	GO:0009507, GO:0005829
comp785_c0_seq1	GO:0005634, GO:0051287, GO:0006065, GO:0003979, GO:0006024, GO:0005829, GO:0055114, GO:0005982, GO:0005985, GO:0009117
comp787_c0_seq1	GO:0003735, GO:0002181, GO:0042273, GO:0022625, GO:0000049
comp788_c0_seq1	GO:0005524, GO:0032440, GO:0051082, GO:0055114, GO:0006457
comp789_c0_seq1	GO:0003723, GO:0003735, GO:0002181, GO:0042254, GO:0022625
comp790_c0_seq1	GO:0008270, GO:0051903, GO:0006069
comp791_c0_seq1	GO:0009523, GO:0009534, GO:0009941, GO:0009644, GO:0009522, GO:0006364, GO:0009768, GO:0009744, GO:0046872, GO:0016021, GO:0018298, GO:0016168, GO:0010287, GO:0010155
comp792_c0_seq1	GO:0005509, GO:0016021, GO:0005783, GO:0005794, GO:0031410, GO:0030244, GO:0005576, GO:0048193
comp793_c0_seq1	GO:0005681, GO:0000398
comp794_c0_seq1	GO:0090502, GO:0004526, GO:0031047, GO:0005655
comp796_c0_seq1	GO:0005667, GO:0003700, GO:0006355, GO:0006355
comp798_c0_seq1	GO:0005509, GO:0009654, GO:0015979, GO:0019898
comp799_c0_seq1	GO:0008150, GO:0046872, GO:0003674
comp800_c0_seq1	GO:0009409, GO:0097159, GO:1901363, GO:0005737, GO:0046872
comp801_c0_seq1	GO:0009718, GO:0045430, GO:0010224, GO:0009744
comp803_c0_seq1	GO:0005778, GO:0005789, GO:0016746, GO:0050661, GO:0016021, GO:0015936, GO:0055114, GO:0008299, GO:0004420, GO:0016126
comp804_c0_seq1	GO:0005524, GO:0009506, GO:0005829, GO:0051082, GO:0006364, GO:0006457, GO:0005886
comp806_c0_seq1	GO:0003723, GO:0003735, GO:0042254, GO:0015935, GO:0006412
comp808_c0_seq1	GO:0003962, GO:0030170, GO:0051289, GO:0016829, GO:0005829, GO:0019458, GO:0006534, GO:0006730
comp811_c0_seq1	GO:0005509, GO:0006355, GO:0044699
comp812_c0_seq1	GO:0031410, GO:0016787
comp813_c0_seq1	GO:0003735, GO:0005739, GO:0042254, GO:0022625, GO:0006412
comp814_c0_seq1	GO:0016021, GO:0044237
comp815_c0_seq1	GO:0009570, GO:0030170, GO:0022626, GO:0009534, GO:0006563, GO:0009853, GO:0004372, GO:0008168, GO:0009697, GO:0008266, GO:0009626, GO:0042742, GO:0005886, GO:0006544, GO:0005634, GO:0009814, GO:0005759, GO:0010319, GO:0048046, GO:0019684, GO:0035999, GO:0032259
comp816_c0_seq1	GO:0046827, GO:0009266, GO:0009651, GO:0007030, GO:0006096, GO:0009742, GO:0046777, GO:0048767, GO:0004672, GO:0046686, GO:0005886, GO:0006972, GO:0009965, GO:0009733, GO:0009729, GO:0005524, GO:0006833, GO:0009825
comp817_c0_seq1	GO:0003743, GO:0001731, GO:0016282, GO:0033290, GO:0031369, GO:0006446, GO:0005840, GO:0005852
comp818_c0_seq1	GO:0016020, GO:0016021
comp820_c0_seq1	GO:0046872
comp821_c0_seq1	GO:0009640, GO:0042023, GO:0048767, GO:0000502, GO:0010090, GO:0009735, GO:0005886, GO:0080129, GO:0051510, GO:0005634, GO:0051302, GO:0006635, GO:0006888, GO:0043161, GO:0005515, GO:0009407, GO:0005829, GO:0051604, GO:0000338, GO:0043090, GO:0051788
comp823_c0_seq1	GO:0006527, GO:0008792, GO:0006560, GO:0008295, GO:0033388
comp824_c0_seq1	GO:0003743, GO:0001731, GO:0016282, GO:0033290, GO:0006446, GO:0005840, GO:0005852
comp825_c0_seq1	GO:0016788, GO:0008361, GO:0007389, GO:0048767, GO:0009664, GO:0000038, GO:0042335, GO:0009932, GO:0009832, GO:0052886, GO:0009926, GO:0009825, GO:0000271, GO:0043481, GO:0048046, GO:0016021, GO:0031410, GO:0055114, GO:0052889, GO:0052887
comp826_c0_seq1	GO:0005524, GO:0042626, GO:0055085, GO:0032440, GO:0016021, GO:0055114
comp827_c0_seq1	GO:0009536
comp828_c0_seq1	GO:0005975, GO:0016857, GO:0050662, GO:0016021
comp829_c0_seq1	GO:0043231, GO:0046983, GO:0055114, GO:0080019, GO:0010345, GO:0035336
comp832_c0_seq1	GO:0006118, GO:0015035, GO:0043085, GO:0048046, GO:0006662, GO:0005829, GO:0016671, GO:0008047, GO:0045454, GO:0055114
comp833_c0_seq1	GO:0008150, GO:0016020, GO:0016021, GO:0005575
comp834_c0_seq1	GO:0009507
comp835_c0_seq1	
comp836_c0_seq1	
comp837_c0_seq1	GO:0008270, GO:0005515
comp838_c0_seq1	GO:0005739, GO:0006563, GO:0005829, GO:0016594, GO:0019464, GO:0004375, GO:0055114, GO:0005960, GO:0006566
comp839_c0_seq1	GO:0019904
comp840_c0_seq1	GO:0016020
comp842_c0_seq1	GO:0045273, GO:0005739, GO:0016021, GO:0055114
comp843_c0_seq1	GO:0032440, GO:0009644, GO:0005794, GO:0042542, GO:0005774, GO:0006457, GO:0006857, GO:0005524, GO:0009507, GO:0009408, GO:0009627, GO:0031410, GO:0030244, GO:0055114, GO:0034976, GO:0048193
comp845_c0_seq1	GO:0006094, GO:0009651, GO:0006096, GO:0016829, GO:0009853, GO:0006105, GO:0004775, GO:0080129, GO:0006104, GO:0006511, GO:0005524, GO:0005507, GO:0019243, GO:0005739, GO:0042709, GO:0019643, GO:0051788
comp847_c0_seq1	GO:0009506, GO:0003735, GO:0022627, GO:0046872, GO:0005618, GO:0000028, GO:0006412
comp848_c0_seq1	GO:0035196, GO:0005685, GO:0043687, GO:0000398, GO:0000243, GO:0000166, GO:0045893, GO:0071011, GO:0030619, GO:0019013, GO:0003729, GO:0071004, GO:0030422
comp849_c0_seq1	GO:0008270, GO:0046029, GO:0055114
comp850_c0_seq1	GO:0045174, GO:0006803, GO:0006118, GO:0005515, GO:0005737, GO:0006749, GO:0098869, GO:0004364, GO:0055114, GO:0019852
comp853_c0_seq1	GO:0005667, GO:0003700, GO:0006355, GO:0043565, GO:0006355
comp854_c0_seq1	GO:0005525, GO:0016192, GO:0007264, GO:0005783, GO:0005794, GO:0006886
comp855_c0_seq1	GO:0005524, GO:0032440, GO:0005739, GO:0051082, GO:0055114, GO:0006457
comp857_c0_seq1	
comp860_c0_seq1	GO:0000166, GO:0003676
comp862_c0_seq1	
comp863_c0_seq1	GO:0005615, GO:0050790, GO:0004197, GO:0051603, GO:0005764
comp865_c0_seq1	GO:0031428, GO:0032040, GO:0000154, GO:0030515
comp867_c0_seq1	GO:0005975, GO:0004553
comp868_c0_seq1	GO:0016747, GO:0008152
comp869_c0_seq1	GO:0000287, GO:0030976, GO:0008152, GO:0016831
comp870_c0_seq1	GO:0005635, GO:0007165, GO:0006606, GO:0005829, GO:0008565, GO:0008536
comp871_c0_seq1	GO:0016747, GO:0009651, GO:0006084, GO:0007030, GO:0006816, GO:0016021, GO:0016132, GO:0030243, GO:0006633, GO:0016049, GO:0016126, GO:0009832
comp874_c0_seq1	GO:0000166, GO:0003676, GO:0046872
comp875_c0_seq1	GO:1900490, GO:0004842, GO:0008270, GO:0010143, GO:0016021, GO:0008299, GO:0016874, GO:0010345, GO:0009414, GO:0010025, GO:0016567
comp876_c0_seq1	GO:0016558, GO:0010351, GO:0007032, GO:0007033, GO:0006891, GO:0010091, GO:0005771, GO:0006623, GO:0008568, GO:0005634, GO:0005524, GO:0006869, GO:0006635, GO:0009506, GO:0016197
comp877_c0_seq1	GO:0045493, GO:0047862, GO:0031176
comp878_c0_seq1	GO:0005789, GO:0016021
comp879_c0_seq1	
comp882_c0_seq1	GO:0005524, GO:0005737, GO:0009252, GO:0006542, GO:0009399, GO:0004356
comp883_c0_seq1	GO:0006119, GO:0015991, GO:0046961, GO:0033178
comp885_c0_seq1	GO:0009506, GO:0005886, GO:0006950
comp885_c1_seq1	GO:0005515
comp887_c0_seq1	GO:0006457, GO:0003674
comp888_c0_seq1	
comp891_c0_seq1	GO:0030976, GO:0004591, GO:0045252, GO:0006099, GO:0006568, GO:0006554
comp892_c0_seq1	GO:0008152, GO:0016773
comp893_c0_seq1	GO:0016021
comp894_c0_seq1	GO:0009958, GO:0008092
comp895_c0_seq1	GO:0003866, GO:0009094, GO:0000162, GO:0006571, GO:0009423
comp896_c0_seq1	GO:0005634, GO:0043161, GO:0005515, GO:0006289, GO:0003684
comp897_c0_seq1	GO:0000287, GO:0004743, GO:0005524, GO:0006094, GO:0030955, GO:0005737, GO:0006096, GO:0006144, GO:0016301, GO:0015976
comp898_c0_seq1	GO:0005840
comp901_c0_seq1	GO:0009507, GO:0009094, GO:0000162, GO:0006571, GO:0006541, GO:0005950, GO:0004049
comp903_c0_seq1	GO:0006081, GO:0006560, GO:0009873, GO:0006568, GO:0009733, GO:0019260, GO:0046486, GO:0019482, GO:0005829, GO:0006094, GO:0006096, GO:0009743, GO:0006552, GO:0006574, GO:0006550, GO:0000303, GO:0006699, GO:0006554, GO:0006631, GO:0004029, GO:0046251, GO:0006525, GO:0006547, GO:0055114, GO:0019852, GO:0015996
comp904_c0_seq1	GO:0005618, GO:0016020, GO:0009664, GO:0005576
